"title","query","authors","categories","description","published","previewLink","industryId",
"To Establish a Nonpartisan Commission on Natural Catastrophe Risk Management and Insurance, and for Other Purposes","intitle:risk+intitle:catastrophe","[United States Congress Senate]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-28","http://books.google.es/books?id=ephWYgEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=11&source=gbs_api","1240352719",
"Alternative Risk Transfer for Mongolia's Natural Catastrophe Risk-zud","intitle:risk+intitle:catastrophe","[Tsend Tseren]",,,"2008","http://books.google.es/books?id=7NkeQwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=12&source=gbs_api","OCLC:419408220",
"Catastrophe Insurance Risks: the Role of Risk-Linked Securities and Factors Affecting Their Use","intitle:risk+intitle:catastrophe","[United States Government Accountability]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2011-01-01","http://books.google.es/books?id=fF1MYgEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=13&source=gbs_api","1240680910",
"Hurricane Risk Pricing, Catastrophe Models, and Data Quality. Why it Matters and what Should be Done about It?","intitle:risk+intitle:catastrophe","[Edouard Von Herberstein]",,,"2004","http://books.google.es/books?id=GTRPNwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=14&source=gbs_api","OCLC:62295498",
"Natural Catastrophe Risk Insusrance Mechanisms for the Asia and Pacific Region","intitle:risk+intitle:catastrophe",,,,"2008","http://books.google.es/books?id=u1uSXwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=15&source=gbs_api","OCLC:488839848",
"The Market for Catastrophe Risk. A Clinical Examination","intitle:risk+intitle:catastrophe","[Kenneth A. Froot]","[Disaster insurance]",,"2001","http://books.google.es/books?id=AHVInQEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=16&source=gbs_api","OCLC:45994806",
"Managing Catastrophe Risk","intitle:risk+intitle:catastrophe",,"[Disaster insurance]",,"1996","http://books.google.es/books?id=yoivGAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=17&source=gbs_api","OCLC:34871605",
"The Caribbean Catastrophe Risk Insurance Facility. Providing Immediate Funding After Natural Disasters","intitle:risk+intitle:catastrophe","[World Bank. Latin America and the Caribbean Regional Office. Sustainable Development Department, World Bank. Latin America and the Caribbean Regional Office. Operations Services Department]","[Disaster insurance]",,"2008","http://books.google.es/books?id=TCgQnwEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=18&source=gbs_api","OCLC:858322472",
"Managing the Changing Landscape of Catastrophe Risk","intitle:risk+intitle:catastrophe","[Aon Re Australia, Limited]","[Disaster insurance]",,"2007","http://books.google.es/books?id=iqG7JAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=19&source=gbs_api","0957776047",
"Exposing catastrophe risk","intitle:risk+intitle:catastrophe","[A.M. Best Company]","[Insurance companies]",,"1999","http://books.google.es/books?id=FHppHAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=20&source=gbs_api","OCLC:41933295",
"Workers' Compensation Insurance and the Catastrophe Risk in the New South Wales Coal Mining Industry","intitle:risk+intitle:catastrophe",,"[Coal mines and mining]",,"1986","http://books.google.es/books?id=5custgAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=21&source=gbs_api","OCLC:222543616",
"The Financing of Catastrophe Risk","intitle:risk+intitle:catastrophe","[Kenneth Froot]","[Business & Economics]","Is it possible that the insurance and reinsurance industries cannot handle a major catastrophe? Ten years ago, the notion that the overall cost of a single catastrophic event might exceed $10 billion was unthinkable. With ever increasing property-casualty risks and unabated growth in hazard-prone areas, insurers and reinsurers now envision the possibility of disaster losses of $50 to $100 billion in the United States. Against this backdrop, the capitalization of the insurance and reinsurance industries has become a crucial concern. While it remains unlikely that a single event might entirely bankrupt these industries, a big catastrophe could place firms under severe stress, jeopardizing both policy holders and investors and causing profound ripple effects throughout the U.S. economy. The Financing of Catastrophe Risk assembles an impressive roster of experts from academia and industry to explore the disturbing yet realistic assumption that a large catastrophic event is inevitable. The essays offer tangible means of both reassessing and raising the level of preparedness throughout the insurance and reinsurance industries.","1999-07-01","http://books.google.es/books?id=J5rWngEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=22&source=gbs_api","0226266230",
"Technological Risk Versus Natural Catastrophe","intitle:risk+intitle:catastrophe","[Leona Marshall Libby]","[Climatic changes]","The risk of death from unavoidable natural catastrophes is compared with risk of death incurred by the electrical industry (including risk from nuclear power). The unavoidable natural catastrophes considered are death from meteor falls, from climatic deterioration caused by changes in amount of sunlight reaching the earth, and from supernovas. Such comparisons may help government agencies balance public risks against public benefits in planning for new technologies. (Author).","1971","http://books.google.es/books?id=F4cVGQAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=23&source=gbs_api","OCLC:227646589",
"The Impact Of Climate Change On Catastrophe Risk Models. Implications For Catastrophe Risk Markets In Developing Countries","intitle:risk+intitle:catastrophe","[John Seo, Olivier Mahul]",,,"2009","http://books.google.es/books?id=9W5fkgEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=24&source=gbs_api","OCLC:460562353",
"Financing Catastrophe Risk. Capital Market Solutions","intitle:risk+intitle:catastrophe",,"[Disaster insurance]",,"1999","http://books.google.es/books?id=jTKcGQAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=25&source=gbs_api","OCLC:40671070",
"Catastrophe Risk. U.S. and European Approaches to Insure Natural Catastrophe and Terrorism Risks : Report to the Chairman, Committee on Financial Services, House of Representatives","intitle:risk+intitle:catastrophe","[United States. Government Accountability Office]","[Disaster insurance]",,"2005","http://books.google.es/books?id=o_uWkgAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=26&source=gbs_api","LCCN:2005379383",
"Measuring and Managing Catastrophe Risk","intitle:risk+intitle:catastrophe","[Ronald T. Kozlowski, Stuart B. Mathewson]",,,"1995","http://books.google.es/books?id=4tXoSAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=27&source=gbs_api","OCLC:503350915",
"Some Aspects of the Economics of Catastrophe Risk Insurance","intitle:risk+intitle:catastrophe","[Christian Gollier]",,,"2005","http://books.google.es/books?id=vz-9SgAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=28&source=gbs_api","OCLC:535473350",
"Regional Technical Assistance Report Natural Catastrophe Risk Insurance Mechanisms for the Asia and Pacific Region (financed by the Japan Special Fund)","intitle:risk+intitle:catastrophe","[N. Britton.]",,,"2008","http://books.google.es/books?id=CG1xXwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=29&source=gbs_api","OCLC:316214494",
"Securitization of Catastrophe Risk. Empirical Analyses of Cat Bond Premiums","intitle:risk+intitle:catastrophe","[Christine Winkelvos]",,,"2012","http://books.google.es/books?id=lARHmAEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=30&source=gbs_api","3954043181",
"Catastrophe Risk. A National Analysis of Earthquake, Fire Following Earthquake, and Hurricane Losses to the Insurance Industry","intitle:risk+intitle:catastrophe","[Risk Management Solutions (Firm), Insurance Services Office (U.S.), National Disaster Coalition]","[Disaster insurance]",,"1995","http://books.google.es/books?id=2KI0GwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=31&source=gbs_api","OCLC:57458360",
"Global Conference on Insurance and Reinsurance for Natural Catastrophe Risk December 8-9, 2005 ?stanbul. With the Contribution of the Association of the Insurance and Reinsurance Companies of Turkey and the World Bank","intitle:risk+intitle:catastrophe","[Association of the insurance and reinsurance companies of Turkey]","[Insurance]",,"2005","http://books.google.es/books?id=l3QgAAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=32&source=gbs_api","9756109173",
"The catastrophe risk in the New South Wales coal mining industry","intitle:risk+intitle:catastrophe",,,,"2000","http://books.google.es/books?id=rTg6nQEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=33&source=gbs_api","OCLC:807233586",
"Governments and the Insurance Industry: Managing Natural Catastrophe Risk","intitle:risk+intitle:catastrophe","[Ivan Costelloe, University of Limerick. Department of Accounting and Finance]",,,"2006","http://books.google.es/books?id=TCDYtgAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=34&source=gbs_api","OCLC:264766117",
"Long Term Insurance (LTI) for Addressing Catastrophe Risk","intitle:risk+intitle:catastrophe","[Dwight M. Jaffee, Erwann Michel-Kerjan, Howard Kunreuther]","[Economics]","This paper proposes long-term insurance (LTI) as an alternative to the standard annual homeowners policy using lessons from the mortgage market as a benchmark. LTI has the potential to significantly increase social welfare by reducing insurers' administrative costs, lowering search costs and uncertainty for consumers and providing incentives for long-term investment in mitigation measures to protect property. A two-period model illustrates situations that would make a long-term contract attractive to both insurers and consumers under competitive market conditions.","2008","http://books.google.es/books?id=0v04mwEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=35&source=gbs_api","OCLC:500602441",
"The Market for Catastrophe Risk. A Clinical Examination of Financial Contagion Theory","intitle:risk+intitle:catastrophe","[Hongkun Qiu]",,,"2009","http://books.google.es/books?id=t4w2QwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=36&source=gbs_api","OCLC:417664802",
"Earthquake Catastrophe Risk Management. The Practice of Insurance Companies in Hong Kong","intitle:risk+intitle:catastrophe","[Canon Tong]","[Earthquake insurance]",,"1999","http://books.google.es/books?id=SRIvNQAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=37&source=gbs_api","OCLC:222990459",
"Natural Catastrophe Risk Insurance Mechanisms for the Asia and Pacific Region (financed by the Japan Special Fund)","intitle:risk+intitle:catastrophe","[N. Britton]",,,"2008","http://books.google.es/books?id=ivEwnQEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=38&source=gbs_api","OCLC:779915144",
"Integrated Catastrophe Risk Modeling. Supporting Policy Processes","intitle:risk+intitle:catastrophe","[Aniello Amendola$edt$, Tatiana Ermolieva, Joanne Linnerooth-Bayer, Reinhard Mechler]","[Nature]","Efficient and equitable policies for managing disaster risks and adapting to global environmental change are critically dependent on development of robust options supported by integrated modeling. The book is based on research and state-of-the art models developed at IIASA (International Institute for applied Systems Analysis) and within its cooperation network. It addresses the methodological complexities of assessing disaster risks, which call for stochastic simulation, optimization methods and economic modeling. Furthermore, it describes policy frameworks for integrated disaster risk management, including stakeholder participation facilitated by user-interactive decision-support tools. Applications and results are presented for a number of case studies at different problem scales and in different socio-economic contexts, and their implications for loss sharing policies and economic development are discussed. Among others, the book presents studies for insurance policies for earthquakes in the Tuscany region in Italy and flood risk in the Tisza river basin in Hungary. Further, it investigates the economic impact of natural disasters on development and possible financial coping strategies; and applications are shown for selected South Asian countries. The book is addressed both to researchers and to organizations involved with catastrophe risk management and risk mitigation policies.","2013","http://books.google.es/books?id=jqsWnwEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=39&source=gbs_api","9400722265",
"Managing Catastrophe Risk","intitle:risk+intitle:catastrophe","[Paul R. Kleindorfer, Howard C. Kunreuther]",,,"2000","http://books.google.es/books?id=U-nrSAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=40&source=gbs_api","OCLC:503359688",
"Study of Property Catastrophe Risk","intitle:risk+intitle:catastrophe","[Ruth Power, University of Limerick. Department of Accounting and Finance]",,,"2006","http://books.google.es/books?id=_gPctgAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=41&source=gbs_api","OCLC:264763866",
"Managing the Risk of Global Climate Catastrophe. An Uncertainty Analysis","intitle:risk+intitle:catastrophe","[Hung-po Chao]",,,"1995","http://books.google.es/books?id=urU0MwEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=42&source=gbs_api","OCLC:665142050",
"Market Convergence, Catastrophe Risk and Sovereign Borrowing. An Empirical Analysis for Emerging Market Countries","intitle:risk+intitle:catastrophe","[Banu Ozcan, Fletcher School of Law and Diplomacy]","[Debts, External]","This study first applies an event study methodology to analyze the effects of catastrophes on sovereign bond prices. Next, a cross-sectional analysis investigates the factors that lead to variation in bond returns after the catastrophes. Finally, a piece-wise regression analysis examines longer-term effects of catastrophes on sovereign bond prices.","2005","http://books.google.es/books?id=pMXjNwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=43&source=gbs_api","OCLC:190835267",
"Using Catastrophe-linked Securities to Diversify Insurance Risk. A Financial Analysis of Cat Bonds","intitle:risk+intitle:catastrophe","[Henri Loubergé, Evis Kellezi, Manfred Gilli]",,,"1999","http://books.google.es/books?id=gbnBZwEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=44&source=gbs_api","OCLC:717229395",
"Catastrophe Bonds: Spreading Risk... Hearing... Serial No. 107-86... Committee On Financial Services U.S. House Of Representatives... 107th Congress, 2nd Session","intitle:risk+intitle:catastrophe","[United States. Congress. House. Committee on Financial Services]",,,"2003*","http://books.google.es/books?id=xtLPQwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=45&source=gbs_api","OCLC:467084914",
"Catastrophe Risk. CAT Bonds and CAT Models","intitle:risk+intitle:catastrophe","[Jayshree Bose]","[Risk assessment]","A sequel to the earlier book Catastrophe Insurance: Issues and Challenges, this book focuses on the latest trends in risk transfer and risk estimation in catastrophe insurance. Risk transfer has assumed a lot of importance to the insurance business ever s","2006-07-18","http://books.google.es/books?id=NiBNPgAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=46&source=gbs_api","8131403033",
"Incorporating Risk-linked Securities Into International Disaster Relief: a Proposal for a Charity Catastrophe Bond","intitle:risk+intitle:catastrophe","[Anne Baker Goes]","[Disaster relief]",,"2003","http://books.google.es/books?id=m4UFtwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=47&source=gbs_api","OCLC:53047783",
"A Ten-country Analysis of Catastrophe Exposure, Insurance Sector and Country Financial Capacity to Bear Risk. Background Document","intitle:risk+intitle:catastrophe",,"[Risk (Insurance)]",,"1995","http://books.google.es/books?id=wgdRPAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=48&source=gbs_api","OCLC:42448889",
"Using Catastrophe-linked Securities to Diversity Insurance Risk. A Financial Analysis of Cat Bonds","intitle:risk+intitle:catastrophe","[Henri Loubergé, Evis Kellezi, Manfred Gilli, Université de Genève. Département d'économie politique]",,,"1999","http://books.google.es/books?id=6mPxSAAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=49&source=gbs_api","OCLC:535414068",
"Catastrophe risk U.S. and European approaches to insure natural catastrophe and terrrorism risks : report to the Chairman, Committee on Financial Services, House of Representatives.","intitle:risk+intitle:catastrophe",,,,,"http://books.google.es/books?id=vGHb9OzKz4sC&printsec=frontcover&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=50&source=gbs_api","1428930620",
"Il risk management fra assicurazione e finanza. Nuove tecniche di gestione dei rischi puri: catastrophe bonds, derivati assicurativi, capitale contingente...","intitle:risk+intitle:catastrophe","[Nicola Misani]","[Business & Economics]",,"1999","http://books.google.es/books?id=Uj4kngEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=51&source=gbs_api","8823804876",
"Catastrophe Risk: U. S. and European Approaches to Insure Natural Catastrophe and Terrorism Risks","intitle:risk+intitle:catastrophe","[BiblioBazaar, United States Government Accountability]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2011-01-01","http://books.google.es/books?id=L-FUYgEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=52&source=gbs_api","124069346X",
"Financial and Fiscal Instruments for Catastrophe Risk Management. Addressing the Losses from Flood Hazards in Central Europe","intitle:risk+intitle:catastrophe","[John Pollner]","[Business & Economics]","This work addresses potential innovative insurance mechanisms to compensate flood losses in central Europe by applying financial instruments for pooling multi-country risks to reduce single-country costs.","2012-07-17","http://books.google.es/books?id=d0dAYAU6tU0C&printsec=frontcover&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=53&source=gbs_api","9780821395806",
"An Empirical Evaluation of a Cycle Embedded Based Catastrophe Risk Pricing Model","intitle:risk+intitle:catastrophe","[Raoul D. Lobo]",,,"2012","http://books.google.es/books?id=TYREmAEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=54&source=gbs_api","OCLC:828148094",
"Catastrophe Risk Management. Preparing for Potential Storms Ahead","intitle:risk+intitle:catastrophe","[Economist Intelligence Unit (Great Britain), ACE., IBM Business Consulting Services, KPMG International]","[Natural disaster]",,"2006","http://books.google.es/books?id=mZBGtwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=55&source=gbs_api","OCLC:81248873",
"Pricing Catastrophe Risk. Could CAT Futures Have Coped with Andrew?","intitle:risk+intitle:catastrophe","[Stephen P. D'Arcy, Virginia Grace France, University of Illinois at Urbana-Champaign. College of Commerce and Business Administration. Office of Research]",,,"1996","http://books.google.es/books?id=8ZgOSQAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=56&source=gbs_api","OCLC:535500420",
"Natural Catastrophe Risk Insurance Mechanisms for the Asia and Pacific Region (financed by the Japan Special Fund)","intitle:risk+intitle:catastrophe",,"[Disaster insurance]",,"2008","http://books.google.es/books?id=HFEwPwAACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=57&source=gbs_api","OCLC:301944828",
"A Ten-country Analysis of Catastrophe Exposure, Insurance Sector and Country Financial Capacity to Bear Risk. Background Document","intitle:risk+intitle:catastrophe","[UNCTAD. Secretariat]",,,"1995","http://books.google.es/books?id=sW-zmgEACAAJ&dq=intitle:risk%2Bintitle:catastrophe&hl=&cd=58&source=gbs_api","OCLC:80722818",
