"title","query","authors","categories","description","published","previewLink","industryId",
"Financial Market Failures and Systemic Risk","intitle:market+intitle:systemic","[Michel Aglietta]",,,"1996","http://books.google.es/books?id=Yj-MPgAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=11&source=gbs_api","OCLC:246019707",
"Does the Paris Warrants Market Present a Systemic Risk","intitle:market+intitle:systemic","[Georges Gallais-Hamonno, Bruno Caillet]",,,"1996","http://books.google.es/books?id=NMHNMgEACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=12&source=gbs_api","OCLC:489899586",
"Market Structures and Systemic Risks of Exchange-trades Funds","intitle:market+intitle:systemic","[Srichander Ramaswamy]",,,"2011","http://books.google.es/books?id=OGtbuAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=13&source=gbs_api","OCLC:755693310",
"Market Struktures and Systemic Risks of Exchange-traded Funds","intitle:market+intitle:systemic","[Srichander Ramaswamy]",,,"2011","http://books.google.es/books?id=7ZIQYAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=14&source=gbs_api","OCLC:732321075",
"Evolving Market Efficiency and the Systemic Context. An Empirical Investigation of Vietnam Stock Market","intitle:market+intitle:systemic","[Van Thanh Tran]",,,"2007","http://books.google.es/books?id=ReRIOAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=15&source=gbs_api","OCLC:213371307",
"Market Take-off in Systemic Industries. The Early Industry Life Cycle Stage in the Mobile Payment Industry","intitle:market+intitle:systemic","[Raina König, Michael Stephan]",,,"2007","http://books.google.es/books?id=xTg3ygAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=16&source=gbs_api","OCLC:254608641",
"A Systemic Perspective of Market Orientation as a Co-producer of Desired Business Outcomes","intitle:market+intitle:systemic","[S. S. Loubser]",,,"1999","http://books.google.es/books?id=lkCjXwAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=17&source=gbs_api","OCLC:695450982",
"Institutionalising Market Society in Times of Systemic Change. The Construction and Reform of Social and Labour Market Policies in Poland in a Comparative Perspective (1989-2004).","intitle:market+intitle:systemic","[Catherine Spieser]",,,"2009","http://books.google.es/books?id=C4wGSQAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=18&source=gbs_api","OCLC:535524247",
"Liquidity Shocks, Systemic Risk, and Market Collapse. Theory and Application to the Market for Perps","intitle:market+intitle:systemic","[Chitru S. Fernando, Richard Herring]",,,"2002","http://books.google.es/books?id=JwwotwAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=19&source=gbs_api","OCLC:51089465",
"Reserve requirements, systemic risk and interbank market","intitle:market+intitle:systemic","[Dairo Estrada]",,,"2001","http://books.google.es/books?id=3RC6MwEACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=20&source=gbs_api","OCLC:807447628",
"The Systemic Interaction of Health Care Market and Urban Poverty in Tanzania","intitle:market+intitle:systemic","[T.M. Kida]",,,"2009","http://books.google.es/books?id=7hElQwAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=21&source=gbs_api","9042303786",
"Systemic Discrimination in the Private Rental Market","intitle:market+intitle:systemic","[Laurie Rubin, Susan Forward]",,,"1984","http://books.google.es/books?id=_XBrHAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=22&source=gbs_api","OCLC:10984630",
"A Model of Systemic Risk in the Interest Rate Swap Market","intitle:market+intitle:systemic","[Jayadhurganandh Jayaraman]",,,"2001","http://books.google.es/books?id=j2QsHAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=23&source=gbs_api","OCLC:84578946",
"Systemic Risk and Network Formation in the Interbank Market","intitle:market+intitle:systemic","[Ethan Cohen-Cole, Eleonora Patacchini, Yves Zenou]",,,"2011","http://books.google.es/books?id=8bT0ZwEACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=24&source=gbs_api","OCLC:729836262",
"Systemic and Topical Analgesics in the European OTC Market to 2001","intitle:market+intitle:systemic","[James Dudley]",,,"1996","http://books.google.es/books?id=R3vaMgEACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=25&source=gbs_api","OCLC:39838416",
"A Market Based Approach to Maintaining Systemic Stability. Experiences from New Zealand","intitle:market+intitle:systemic","[David G. Mayes]",,"Tiivistelmä: Markkinaehtoinen lähestymistapa rahoitusjärjestelmän vakauden ylläpitoon.","1997","http://books.google.es/books?id=UFfHAAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=26&source=gbs_api","9516865615",
"A More Market Based Approach to Maintaining Systemic Stability","intitle:market+intitle:systemic","[David G. Mayes]",,,"2000","http://books.google.es/books?id=ZVPXHAAACAAJ&dq=intitle:market%2Bintitle:systemic&hl=&cd=27&source=gbs_api","OCLC:248629494",
"Two Essays: On the Common Information in the Return Volatilities and Volumes; on the Informational Efficiency of Municipal Bond Market","intitle:market+intitle:bond+intitle:return","[Lei Zhang]","[Information theory in economics]","Essay I provides a financial theoretical model to explain the empirical phenomena that there is a commonality in the return volatilities and the cross-correlation between volatilities and trading volumes of multiple stocks as documented in the literature. I adopt Tauchen and Pitts (1983) bivariate Mixture-of-Distributions Hypothesis (MDH) Model in which stock return and trading volume are both driven by a latent information arrival process. By extending the MDH model to a multiple-stock context and assuming a factor structure in the unobservable information flows, I find that the rank of the correlation matrix of return volatility and volume is the same as the number of common factors underlying information arrivals. In other words, the commonality in the volatility-volume relationship is captured by the commonality in the latent information arrivals. The model is additionally modified by allowing for the dynamics in the common factor underlying the unobserved information flow. The dynamic factor MDH model in a multiple-stock framework accounts for the stylized facts of stock returns such as volatility clustering. A Bayesian estimation procedure of this model is conducted via Bayesian Monte Carlo Markov Chain (MCMC) method. Empirical analysis of DOW15 stocks is provided to illustrate the methodology.","2008","http://books.google.es/books?id=INnNyaVQ76YC&printsec=frontcover&dq=intitle:market%2Bintitle:bond%2Bintitle:return&hl=&cd=1&source=gbs_api","0549742808",
"Mayor Sanders Announces San Diego's Successful Return to the Public Bond Market. First Offering Since 2003 Attracts 157 Million from Investors","intitle:market+intitle:bond+intitle:return",,,,"2009","http://books.google.es/books?id=NcADPwAACAAJ&dq=intitle:market%2Bintitle:bond%2Bintitle:return&hl=&cd=2&source=gbs_api","OCLC:300327584",
"Risk and Return Information for the Bond Market","intitle:market+intitle:bond+intitle:return","[Raymond Scott Agrelius]",,,"1979","http://books.google.es/books?id=o13ENwAACAAJ&dq=intitle:market%2Bintitle:bond%2Bintitle:return&hl=&cd=3&source=gbs_api","OCLC:5300068",
"A Comparison of the Day-of-the-week Effect and Other Return Characteristics of the Junk Bond Market with Those of Other Financial Markets","intitle:market+intitle:bond+intitle:return","[Jayen Patel]",,,"1994","http://books.google.es/books?id=uq9SXwAACAAJ&dq=intitle:market%2Bintitle:bond%2Bintitle:return&hl=&cd=4&source=gbs_api","OCLC:31790484",
"The Expected Holding Period Return, the Term Structure of Interest Rates and Investment in the Government of Canada Bond Market","intitle:market+intitle:bond+intitle:return","[John Stuart McCallum]",,,"1973","http://books.google.es/books?id=MWYFuAAACAAJ&dq=intitle:market%2Bintitle:bond%2Bintitle:return&hl=&cd=5&source=gbs_api","OCLC:224268379",
"A Risk-return Analysis with Respect to the International Government Bond Market. An Empirical Study","intitle:market+intitle:bond+intitle:return","[L. Gheysens]",,,"1977","http://books.google.es/books?id=mQAWGwAACAAJ&dq=intitle:market%2Bintitle:bond%2Bintitle:return&hl=&cd=6&source=gbs_api","OCLC:64316660",
"Is the German Stock Market Chaotic?. Some NEDG- and BDS-test Results for the DAX","intitle:market+intitle:chaotic","[Oliver Moritz]",,,"2001","http://books.google.es/books?id=rSerHAAACAAJ&dq=intitle:market%2Bintitle:chaotic&hl=&cd=1&source=gbs_api","OCLC:615169587",
"Local Housing Sub-Market System: Stable Or Chaotic","intitle:market+intitle:chaotic","[Yong Tu, Yung T?u]",,,"1995","http://books.google.es/books?id=Y6iSAQAACAAJ&dq=intitle:market%2Bintitle:chaotic&hl=&cd=2&source=gbs_api","1871769337",
"Firm Size Effect, Market Efficiency and the Presence of Chaotic Dynamics: Evidence from the London Stock Exchange","intitle:market+intitle:chaotic","[Ilias Kotsopoulos]",,,"1999","http://books.google.es/books?id=Ge7EPgAACAAJ&dq=intitle:market%2Bintitle:chaotic&hl=&cd=3&source=gbs_api","OCLC:277961146",
"The Chaotic Character of Stock Market Prices","intitle:market+intitle:chaotic","[Hirofumi Kasai]",,,"1992","http://books.google.es/books?id=lXFfNwAACAAJ&dq=intitle:market%2Bintitle:chaotic&hl=&cd=4&source=gbs_api","OCLC:27229754",
"Partial Equilibrium Analysis in a Noisy Chaotic Market","intitle:market+intitle:chaotic","[Carsien Harm Hommes, Arno van Eekelen]",,,"1996","http://books.google.es/books?id=437mHAAACAAJ&dq=intitle:market%2Bintitle:chaotic&hl=&cd=5&source=gbs_api","OCLC:535500825",
"Chaotic Planning Solutions in the Textbook Model of Labor Market Search and Matching","intitle:market+intitle:chaotic","[Joydeep Bhattacharya, Helle Bunzel]",,,"2003","http://books.google.es/books?id=dT8oHAAACAAJ&dq=intitle:market%2Bintitle:chaotic&hl=&cd=6&source=gbs_api","OCLC:52282802",
"Studies on the Control of Bacterial Blight of Cotton Caused by Xanthomonas Malvacearum by Stable Bleaching Powder and Its Systemic","intitle:stable+intitle:systemic","[Padam Parkash Gupta]",,,"1978","http://books.google.es/books?id=xHqrYgEACAAJ&dq=intitle:stable%2Bintitle:systemic&hl=&cd=1&source=gbs_api","OCLC:652197371",
"Localization of Stable and Chaotic Nonpropagating Structures in Nonlinear Mesoscopic Lattices","intitle:stable+intitle:chaotic","[Alan Barry Greenfield]",,,"1994","http://books.google.es/books?id=1z5xNwAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=2&source=gbs_api","OCLC:32501662",
"Stable and Chaotic Behavior in Oscillatory and Rotational Motion with Symmetry","intitle:stable+intitle:chaotic","[Ueli Manz]",,,"2004","http://books.google.es/books?id=k_XdGwAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=3&source=gbs_api","OCLC:85363887",
"Stable and unstable manifolds in open chaotic systems. With application to the tokamak TEXTOR-DED","intitle:stable+intitle:chaotic","[Andreas Wingen]",,"On the basis of the Hamiltonian mapping technique, the transport mechanisms of heat and particles in stochastic fusion plasmas are studied. The chaotic motion inside the plasma as well as the wall patterns, created by open chaotic systems like the DED at TEXTOR, are analyzed. For this, the concept of the stable and unstable manifolds is used. Starting with a basic model, the symmetric tokamap as well as the revtokamap, and continued with a simplified realistic model, the cylindrical DED model, the field line transport is analyzed. The typical structures in open, partially stochastic systems and their connections to the stable and unstable manifolds are explained. Then the cylindrical model is generalized to the real toroidal TEXTOR-DED model. The Hamiltonian for a relativistic guiding-center model is derived and a 4-dimensional mapping procedure is constructed. The drift effects are studied for the unperturbed and the perturbed case. Finally, measurements of heat flux patterns at the divertor plates of the TEXTOR-DED are compared to theoretically calculated ones and their structures are analyzed and explained, using the stable and unstable manifolds.","2009-04-30","http://books.google.es/books?id=XHdnPgAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=4&source=gbs_api","3838106202",
"Simulation and Chaotic Behavior of ?-stable Stochastic Processes","intitle:stable+intitle:chaotic","[Aleksander Janicki, A. Weron]","[Computers]","This practical reference/text presents new computer methods of approximation, simulation, and visualization for a host of [alpha]-stable stochastic processes and shows how [alpha]-stable variates are useful in the modeling of various problems arising in economics, finances, chemistry, physics, and engineering - providing accurate descriptions of real phenomena. Offering detailed proofs for most of the results obtained, Simulation and Chaotic Behavior of [alpha]-Stable Stochastic Processes examines the properties of [alpha]-stable random variables and processes . . . supplies theoretical investigations and computer illustrations of the hierarchy of chaos for stochastic processes with applications to stochastic modeling . . . studies and characterizes the ergodic properties of different classes of stochastic processes . . . demonstrates how to apply the results obtained to a wide variety of disciplines . . . and more! With over 100 computer figures and carefully selected citations to the literature, Simulation and Chaotic Behavior of [alpha]-Stable Stochastic Processes is an invaluable reference for applied mathematicians and probabilists working with stochastic processes, chaos, stochastic modeling, discrete and approximate methods in stochastic analysis, and the applications of statistical methods; electrical and electronics engineers; financiers; physicists; biologists; and chemists; as well as an excellent text for upper-level undergraduate and graduate students in these disciplines taking courses in stochastic processes.","1994","http://books.google.es/books?id=0dkwd_oASTgC&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=5&source=gbs_api","0824788826",
"Stable, Cyclic and Chaotic Dynamics in Models of Economic Optimization Over Time","intitle:stable+intitle:chaotic","[Michele Boldrin]",,,"1987","http://books.google.es/books?id=0Iq6tgAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=6&source=gbs_api","OCLC:18487552",
"Simulation and Chaotic Behavior of Alpha-stable Stochastic Processes","intitle:stable+intitle:chaotic","[Aleksander Janicki, Aleksander Weron]",,,"1994","http://books.google.es/books?id=o149cgAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=7&source=gbs_api","OCLC:636948134",
"Role of Stable and Unstable Manifolds in Open Chaotic Systems with Application to the TEXTOR-DED","intitle:stable+intitle:chaotic","[Andreas Wingen]",,,"2005","http://books.google.es/books?id=mXTEtgAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=8&source=gbs_api","OCLC:179836487",
"Stable, Cyclic and Chaotic Growth. An Example of Bifurcations in a Discrete-time Model","intitle:stable+intitle:chaotic","[Matti T. Pohjola]",,,"1979","http://books.google.es/books?id=Kjr-GwAACAAJ&dq=intitle:stable%2Bintitle:chaotic&hl=&cd=9&source=gbs_api","OCLC:85065574",
"Parameters Influencing the Immuno-fluorescent Nuclear Binding Antibody Test for Systemic Lupus Erythematosus","intitle:nuclear+intitle:systemic","[Kenneth Hayami Kato]",,,"1970","http://books.google.es/books?id=ue6-HAAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=1&source=gbs_api","OCLC:4158683",
"Nuclear weapons and international systemic stability","intitle:nuclear+intitle:systemic","[John Lewis Gaddis]","[History]",,"1990","http://books.google.es/books?id=Vz1FAQAAIAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=2&source=gbs_api","STANFORD:36105082674974",
"Systemic Family Functioning in Nuclear Families and Stepfamilies","intitle:nuclear+intitle:systemic","[Lisa Anne Barry-Mathews]",,,"1989","http://books.google.es/books?id=4RLzNwAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=3&source=gbs_api","OCLC:20874181",
"The Role of Hepatic Nuclear Receptors in Systemic Lipid Homeostasis","intitle:nuclear+intitle:systemic","[Elyisha Anne Hanniman]",,"The nuclear receptor superfamily consists of ligand-activated transcription factors that regulate many genes important in physiological functions such as cellular differentiation as well as glucose and lipid metabolism. Nuclear receptors such as the farnesoid X receptor (FXR) and the liver X receptor function to maintain lipid homeostasis through regulation of genes encoding enzymes, receptors and transporters essential to lipid metabolism. A balance in the intracellular and systemic levels of lipids is crucial for the prevention of diseases such as cholestasis and atherosclerosis. The objectives of this thesis were to examine the role of FXR, a bile acid-activated nuclear receptor, in the regulation of lipid homeostasis and the development of atherosclerosis and to identify and characterize potential novel FXR targets. Through examination, via microarray, northern blot and quantitative PCR, of altered gene expression in various tissues of FXR-deficient mice (FXR-/-) versus wildtype mice, we discovered potential novel targets of this nuclear receptor. Regulatory mechanisms mediating expression of one of the genes altered in FXR-/- mice, apolipoprotein A-IV (apoA-IV), a protein involved in lipid transport and metabolism, were examined using a variety of mouse models and in vitro promoter assays. In addition, through the crossing of FXR-/- mice with a mouse model of atherosclerosis, the apoE-deficient mouse (apoE-/-), we were able to study the effect of deletion of this nuclear receptor on the development of atherosclerotic disease. Our results demonstrate that loss of FXR function leads to a disruption in lipid homeostasis through altered gene expression leading to decreased survival and a worsening of atherosclerosis in the apoE-/- background. In addition, our results describe a regulatory mechanism for apoA-IV involving the nuclear receptor hepatic nuclear factor-4alpha and a coactivator (peroxisome proliferator-activated receptor gamma coactivator-1alpha) that, in conjunction with glucocorticolds, induce apoA-IV in response to nutritional and metabolic stresses.","2007","http://books.google.es/books?id=sp1TvjZGMXoC&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=4&source=gbs_api","0494196149",
"The Psychology of Individual and Systemic Denial of the Nuclear Threat","intitle:nuclear+intitle:systemic","[Bettina Ingeborg Lehnert]",,,"1990","http://books.google.es/books?id=cJ46OAAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=5&source=gbs_api","OCLC:57161314",
"Genetic Linkage Analysis of Chromosome 1 Marker Loci to Systemic Lupus Erythematous and Anti-nuclear Antibodies","intitle:nuclear+intitle:systemic","[Kathy Lynn Moser]",,,"1995","http://books.google.es/books?id=ke1WHQAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=6&source=gbs_api","OCLC:36398655",
"Structural Realism, Normative Theory, Nuclear Weapons, and the Unifying Force of Systemic Kantianism","intitle:nuclear+intitle:systemic","[Jeffrey E. Ross]",,,"1997","http://books.google.es/books?id=QsUNNAAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=7&source=gbs_api","OCLC:222351509",
"Identification of Nuclear Antigens Recognized by Antibodies Present in Systemic Lupus Erythematosus","intitle:nuclear+intitle:systemic","[Beatriz M. Maldonado Lira]",,,"1985","http://books.google.es/books?id=zk2TtgAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=8&source=gbs_api","OCLC:16447763",
"Nuclear Factor-kB and Retinoic Acid Receptors in Systemic Inflammation: Modulation by Retinoids and Phytochemicals. Studies in Transgenic Reporter Mice","intitle:nuclear+intitle:systemic","[Liv M.I. Austenaa]",,,"2007","http://books.google.es/books?id=ObCGMwEACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=9&source=gbs_api","828072253X",
"On the Immunochemical and Biochemical Definition of a Nuclear Antigen Scl-70 Reactive with Autoantibodies in Progressive Systemic Sclerosis","intitle:nuclear+intitle:systemic","[Dianne Maureen Fishwild]",,,"1982","http://books.google.es/books?id=Oc1jNwAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=10&source=gbs_api","OCLC:9850089",
"Some Systemic Effects of the Spread of Nuclear Weapons Technology. A Study Through Simulation of a Multi-nuclear Future","intitle:nuclear+intitle:systemic","[Richard A. Brody]",,,"1963","http://books.google.es/books?id=AXv-GgAACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=11&source=gbs_api","OCLC:14998297",
"The Systemic Roles of SKI and SSI in the Swedish Nuclear Wastemanagement System. Syncho's Report for Project RISCOM.","intitle:nuclear+intitle:systemic","[R. Espejo, A. Gill]",,,"1998","http://books.google.es/books?id=1YLeYgEACAAJ&dq=intitle:nuclear%2Bintitle:systemic&hl=&cd=12&source=gbs_api","OCLC:477100006",
"Chaotic Nuclear Spin Order. Experiment and Model","intitle:nuclear+intitle:chaotic","[Leci Flepp]",,,"1991","http://books.google.es/books?id=l7pgHAAACAAJ&dq=intitle:nuclear%2Bintitle:chaotic&hl=&cd=1&source=gbs_api","OCLC:246923367",
"From Spectroscopic to Chaotic Features of Nuclear Systems. XXI International Symposium on Nuclear Physics, Castle Gaussig, Germany, 4-8 November 1991","intitle:nuclear+intitle:chaotic","[Dieter Seeliger]",,,"1992","http://books.google.es/books?id=iyBrQgAACAAJ&dq=intitle:nuclear%2Bintitle:chaotic&hl=&cd=2&source=gbs_api","9810210132",
"Coherent and Chaotic Phenomena in Nuclear Matter","intitle:nuclear+intitle:chaotic","[Alexander Volya]",,,"2000","http://books.google.es/books?id=Pb9HlQEACAAJ&dq=intitle:nuclear%2Bintitle:chaotic&hl=&cd=3&source=gbs_api","OCLC:47834045",
"Chaotic Motion at the Nuclear Coulumb Barrier; a Classical Analysis","intitle:nuclear+intitle:chaotic","[C. H. (Kbh. Univ. Niels Bohr Institutet) Dasso, M. (Kbh. Univ. Niels Bohr Institutet) Gallardo, M. (Kbh. Univ. Niels Bohr Institutet) Saraceno]",,,"1992","http://books.google.es/books?id=3U1IygAACAAJ&dq=intitle:nuclear%2Bintitle:chaotic&hl=&cd=4&source=gbs_api","OCLC:488821724",
