"title","query","authors","categories","description","published","previewLink","industryId",
"Hedge Funds, Financial Intermediation, and Systemic Risk. A Reprint from ""Economic Policy Review""","market+systemic+risk","[John Kambhu]",,"Hedge funds have become important players in the U.S. & global capital markets. These largely unregulated funds use: a variety of complex trading strategies & instruments, in their liberal use of leverage, in their opacity to outsiders, & in their convex compensation structure. These differences can exacerbate market failures associated with agency problems, externalities, & moral hazard. Counterparty credit risk mgmt. (CCRM) practices are the first line of defense against market disruptions with potential systemic consequences. This article examines how the unique nature of hedge funds may generate market failures that make CCRM for exposures to the funds intrinsically more difficult to manage, both for regulated institutions & for policymakers. Ill.","2008-04","http://books.google.es/books?id=viZLvHNm2D4C&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=11&source=gbs_api","1428988769",
"Coping with Financial Fragility and Systemic Risk","market+systemic+risk","[Harald A. Benink]","[Business & Economics]","Coping with Financial Fragility and Systemic Risk identifies and discusses the sources of perceived fragility in financial institutions and markets and its potential consequences throughout the economy. It then examines private sector solutions for dealing with systemic risk and mitigating the consequences. Finally, the book examines regulatory solutions to these problems.","1995","http://books.google.es/books?id=gCCmG81cMicC&pg=PA276&dq=market%2Bsystemic%2Brisk&hl=&cd=12&source=gbs_api","079239612X",
"The Limits of Market-Based Risk Transfer and Implications for Managing Systemic Risks","market+systemic+risk","[Kim, Yoon Sook, Mills, Paul S., Franois Haas, Groome, Todd, John Kiff, ois, Nicolas R. Blancher, Nakagawa, Shinobu, Ramlogan, Parmeshwar, Khadarina, Oksana, Lee, William]","[Business & Economics]","The paper discusses the limits to market-based risk transfer in the financial system and the implications for the management of systemic long-term financial risks. Financial instruments or markets to transfer and better manage these risks across institutions and sectors are, as yet, either nascent or nonexistent. As such, the paper investigates why these markets remain incomplete. It also explores a range of options by which policymakers may encourage the development of these markets as part of governments' role as a risk manager.","2006-10-01","http://books.google.es/books?id=qxuiuUnPXzkC&pg=PA31&dq=market%2Bsystemic%2Brisk&hl=&cd=13&source=gbs_api","9781451909302",
"Credit Derivatives: Systemic Risks and Policy Options? (EPub)","market+systemic+risk","[John Kiff, Ms. Jennifer A. Elliott, Elias G. Kazarian, Jodi G. Scarlata, Carolyne Spackman]","[Business & Economics]","Credit derivative markets are largely unregulated, but calls are increasingly being made for changes to this ""hands off"" stance, amidst concerns that they helped to fuel the current financial crisis, or that they could be a cause of the next one. The purpose of this paper is to address two basic questions: (i) do credit derivative markets increase systemic risk; and (ii) should they be regulated more closely, and if so, how and to what extent? The paper begins with a basic description of credit derivative markets and recent events, followed by an assessment of their recent association with systemic risk. It then reviews and evaluates some of the authorities' proposed initiatives, and discusses some alternative directions that could be taken.","2009-11-01","http://books.google.es/books?id=yaXgoSezI-4C&pg=PA1970&dq=market%2Bsystemic%2Brisk&hl=&cd=14&source=gbs_api","9781452750057",
"Handbook on Systemic Risk","market+systemic+risk","[Jean-Pierre Fouque, Joseph A. Langsam]","[Business & Economics]","The Handbook on Systemic Risk, written by experts in the field, provides researchers with an introduction to the multifaceted aspects of systemic risks facing the global financial markets. The Handbook explores the multidisciplinary approaches to analyzing this risk, the data requirements for further research, and the recommendations being made to avert financial crisis. The Handbook is designed to encourage new researchers to investigate a topic with immense societal implications as well as to provide, for those already actively involved within their own academic discipline, an introduction to the research being undertaken in other disciplines. Each chapter in the Handbook will provide researchers with a superior introduction to the field and with references to more advanced research articles. It is the hope of the editors that this Handbook will stimulate greater interdisciplinary academic research on the critically important topic of systemic risk in the global financial markets.","2013-05-23","http://books.google.es/books?id=idpLcmugvdMC&pg=PA833&dq=market%2Bsystemic%2Brisk&hl=&cd=15&source=gbs_api","9781107023437",
"Quantifying Systemic Risk","market+systemic+risk","[Joseph G. Haubrich, Andrew W. Lo]","[Business & Economics]","In the aftermath of the recent financial crisis, the federal government has pursued significant regulatory reforms, including proposals to measure and monitor systemic risk. However, there is much debate about how this might be accomplished quantitatively and objectively—or whether this is even possible. A key issue is determining the appropriate trade-offs between risk and reward from a policy and social welfare perspective given the potential negative impact of crises. One of the first books to address the challenges of measuring statistical risk from a system-wide persepective, Quantifying Systemic Risk looks at the means of measuring systemic risk and explores alternative approaches. Among the topics discussed are the challenges of tying regulations to specific quantitative measures, the effects of learning and adaptation on the evolution of the market, and the distinction between the shocks that start a crisis and the mechanisms that enable it to grow.","2013-01-24","http://books.google.es/books?id=cemEjRqwXFwC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=16&source=gbs_api","0226921964",
"Systemic Liquidity Risk and Bipolar Markets. Wealth Management in Today's Macro Risk On / Risk Off Financial Environment","market+systemic+risk","[Clive M. Corcoran]","[Business & Economics]","The dramatic and well chronicled crisis of 2007/8 marked a watershed moment for all stakeholders in global capital markets. In the aftermath, financial markets have become even more tightly coupled as correlations in returns across multiple asset classes have been at historically elevated levels. Investors and fund managers are, to a much larger degree than previously and often much more than they realize, subject to the risk of severe wealth destruction. The ultimate hazard, which is not adequately characterized by the widely touted notion of tail risk, is the systemic risk which arises when liquidity in markets completely evaporates. Not only did this happen in the second half of 2008, but it has been repeated episodically since then – most notably in May 2010, in an incident known as the Flash Crash, and in the fall of 2011 when correlations were at historically elevated levels. Conventional asset allocation tools and techniques have failed to keep apace with the changing financial landscape which has emerged since 2008. In addition to the preponderance of algorithmic trading and the associated changes in the liquidity characteristics of financial markets, a new paradigm of risk on/risk off asset allocation has emerged. Risk on/risk off is a widely adopted style of trading and macro allocation strategy where positions are taken in several closely aligned asset classes depending on the prevailing sentiment or appetite for risk. The consequences of the day to day (and intraday) switching between either a risk on or risk off tactical strategies poses significant new challenges to investors who are still making investment decisions with outmoded notions from traditional asset allocation theory. How can one cushion the impact of systemically threatening events when the ability to exit financial instruments becomes almost non existent? How can one trust the integrity of financial models and orthodox macro financial theory which have become increasingly discredited? Can central bankers be relied upon to become the counter-parties of last resort and provide a safety net under the financial system? These vital questions, and many others, need to be addressed by everyone who has a stake in modern financial markets, and they are addressed in Systemic Liquidity Risk and Bipolar Markets. Proper functioning markets require fractiousness or divided opinion, and this needs to be lubricated by communications from central bankers, economic forecasters, corporate executives and so on. As long as such messages and market conditions remain ambiguous, providing asymmetric information to different market players, then the conditions are present to enable systemic liquidity to be preserved. Seen in this context the prevailing paradigm of bipolar risk on/risk off asset allocations is both a prerequisite to liquid markets, and also paradoxically, when one side of the polarity becomes too extreme, a major source of systemic instability. Should such polarities become critically unbalanced, and should the signals received by market players become symmetrically disadvantageous as they were in the fall of 2008, then an even more substantial systemic liquidity crisis than that seen in those troubled times is a dangerous possibility. Apart from the practical risk management tools and tactics that are recommended in Systemic Liquidity Risk and Bipolar Markets, there is a provocative and cogent narrative to provide anxious and perplexed investors with a coherent explanation of the post GFC financial environment, and which should assist them in navigating the choppy waters ahead.","2012-11-26","http://books.google.es/books?id=Xa68Z0He1tYC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=17&source=gbs_api","9781118410752",
"Systemic Risk. A Survey","market+systemic+risk","[Olivier De Bandt, Philip Hartmann]","[Financial crises]",,"2000","http://books.google.es/books?id=jrRHAAAAYAAJ&q=market%2Bsystemic%2Brisk&dq=market%2Bsystemic%2Brisk&hl=&cd=18&source=gbs_api","UVA:X006120104",
"Australia: Addressing Systemic Risk Through Higher Loss Absorbency—Technical Note","market+systemic+risk","[International Monetary Fund]","[Business & Economics]","Australia’s four largest banks can be considered domestically systemic. They make up the lion’s share of the banking system, use similar business models, and are interconnected. The top four banks are relatively similar in terms of systemic importance, partly reflecting the authorities’ ?four pillar? policy, which aims at preventing the number of large banks from falling below four. To deal with systemic risks, the authorities deploy a multi-pronged approach consisting of risk-based supervision, recovery and resolution planning, and conservative risk weights and definitions of loss absorbent capital. Most countries that have already identified strategies to deal with their systemic institutions incorporate higher loss absorbency for systemic institutions in their approach. Market based methodologies using the expected default frequency for systemic institutions can gauge the amount of additional capital—higher loss absorbency—required to reduce the probability of failure of systemic institutions to an acceptable level. Alternatively, the implied funding cost advantage can indicate the degree of systemic importance and be used to define higher capital requirements to offset this implicit subsidy. Application of these methods to Australian banks provides a range of estimates of higher loss absorbency requirements for systemic institutions and a transparent framework for discussion and selection of these requirements.","2012-11-21","http://books.google.es/books?id=B3rD-a5rQgsC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=19&source=gbs_api","9781616358242",
"International Capital Markets : Developments, Prospects, and Key Policy Issues (September 2000)","market+systemic+risk","[Donald J. Mathieson]","[Business & Economics]","Following a review and assesment of recent developments in capital market and banking systems, this year's International Capital Markets report review and assesses recent developments in mature and emerging financial markets and continues the analysis of key issues affecting global financial markets. It examines the systemic implications of the continued rapid development of the global over-the-counter derivatives markets and the expansion of foreign-owned banks into emerging markets. The report also analyzes market participants' assessments of the proposals for private sector involvement in the prevention and resolution of crises.","2000-09-11","http://books.google.es/books?id=XmP2zY_7DacC&pg=PA37&dq=market%2Bsystemic%2Brisk&hl=&cd=20&source=gbs_api","1557759499",
"Technical Capabilities Necessary for Systemic Risk Regulation. Summary of a Workshop","market+systemic+risk","[Board on Mathematical Sciences and Their Applications, Division on Engineering and Physical Sciences, National Research Council]","[Business & Economics]","The financial reform plans currently under discussion in the United States recognize the need for monitoring and regulating systemic risk in the financial sector. To inform those discussions, the National Research Council held a workshop on November 3, 2009, to identify the major technical challenges to building such a capability. The workshop, summarized in this volume, addressed the following key issues as they relate to systemic risk: What data and analytical tools are currently available to regulators to address this challenge? What further data-collection and data-analysis capabilities are needed? What specific resource needs are required to accomplish the task? What are the major technical challenges associated with systemic risk regulation? What are various options for building these capabilities? Because every systemic event is unique with respect to its specific pathology--the various triggers and the propagation of effects--the workshop focused on the issues listed above for systemic risk in general rather than for any specific scenario. Thus, by design, the workshop explicitly addressed neither the causes of the current crisis nor policy options for reducing risk, and it attempted to steer clear of some policy issues altogether (such as how to allocate new supervisory responsibilities). More than 40 experts representing diverse perspectives participated in the workshop.","2010-01-19","http://books.google.es/books?id=4zFkAgAAQBAJ&pg=PA7&dq=market%2Bsystemic%2Brisk&hl=&cd=21&source=gbs_api","9780309149600",
"First. A Market-Based Approach to Evaluate Financial System Risk and Stability","market+systemic+risk","[Renzo G. Avesani]","[Business & Economics]","This paper presents background work that has been the basis for the development of the market and credit risk indicators (MRI and CRI, respectively) as published in the IMF's Global Financial Stability Report (GFSR) since September 2004. the fundamental idea was to build a set of Financial Indicators on Risk and Stability (FIRST) that could reflect the market perceptions for current and future stress on financial institutions. the focus of the analysis is mainly on large, complex financial institutions (LCFIs) operating in the most advanced financial markets, MRI and CRI have also been applied to internationally active commercial banks and insurance companies.","2005-12-01","http://books.google.es/books?id=_3LhmNQAqrwC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=22&source=gbs_api","9781451907872",
"Systemic Risk, Interbank Relations and Liquidity Provision by the Central Bank","market+systemic+risk","[Xavier Freixas, Bruno M. Parigi, Jean-Charles Rochet]","[Bank liquidity]",,"1999","http://books.google.es/books?id=halHAAAAYAAJ&q=market%2Bsystemic%2Brisk&dq=market%2Bsystemic%2Brisk&hl=&cd=23&source=gbs_api","UVA:X006116096",
"Regulating Wall Street. The Dodd-Frank Act and the New Architecture of Global Finance","market+systemic+risk","[Viral V. Acharya, Thomas F. Cooley, Matthew P. Richardson, Ingo Walter, New York University Stern School of Business]","[Business & Economics]","Experts from NYU Stern School of Business analyze new financial regulations and what they mean for the economy The NYU Stern School of Business is one of the top business schools in the world thanks to the leading academics, researchers, and provocative thinkers who call it home. In Regulating Wall Street: The New Architecture of Global Finance, an impressive group of the Stern school’s top authorities on finance combine their expertise in capital markets, risk management, banking, and derivatives to assess the strengths and weaknesses of new regulations in response to the recent global financial crisis. Summarizes key issues that regulatory reform should address Evaluates the key components of regulatory reform Provides analysis of how the reforms will affect financial firms and markets, as well as the real economy The U.S. Congress is on track to complete the most significant changes in financial regulation since the 1930s. Regulating Wall Street: The New Architecture of Global Finance discusses the impact these news laws will have on the U.S. and global financial architecture.","2010-10-28","http://books.google.es/books?id=AUfC8ofmzMsC&pg=PT304&dq=market%2Bsystemic%2Brisk&hl=&cd=24&source=gbs_api","0470949864",
"Finance and World Order. Financial Fragility, Systemic Risk, and Transnational Regimes","market+systemic+risk","[Adriano Lucatelli]","[Business & Economics]","This book argues that against the background of the globalization of private finance, the predominance of states in global affairs cannot be taken for granted as actors such as financial intermediaries emerge.","1997-01-01","http://books.google.es/books?id=ECptwA52feEC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=25&source=gbs_api","0313303789",
"Responsibility of Central Banks for Stability in Financial Markets","market+systemic+risk","[Garry J. Schinasi]","[Business & Economics]","What is the role of central banks in ensuring financial stability? This paper addresses this controversial subject, in part by drawing on the experiences in Europe, Japan, and the United States, and by examining four questions. What is meant by financial stability? Do central banks have a natural role in ensuring financial stability? What does a central bank need to execute this role effectively? How far have central banks actually gone in safeguarding financial stability? the experience drawn on in the paper suggest that central banks: have a natural role to play; at times may require supervisory information to execute this natural role; and have incurred risks to their balance sheets to ensure financial stability.","2003-06-01","http://books.google.es/books?id=d9HaYOpfh9kC&pg=PA4&dq=market%2Bsystemic%2Brisk&hl=&cd=26&source=gbs_api","9781451899771",
"Engineering the Financial Crisis. Systemic Risk and the Failure of Regulation","market+systemic+risk","[Jeffrey Friedman, Wladimir Kraus]","[Business & Economics]","The financial crisis has been blamed on reckless bankers, irrational exuberance, government support of mortgages for the poor, financial deregulation, and expansionary monetary policy. Specialists in banking, however, tell a story with less emotional resonance but a better correspondence to the evidence: the crisis was sparked by the international regulatory accords on bank capital levels, the Basel Accords. In one of the first studies critically to examine the Basel Accords, Engineering the Financial Crisis reveals the crucial role that bank capital requirements and other government regulations played in the recent financial crisis. Jeffrey Friedman and Wladimir Kraus argue that by encouraging banks to invest in highly rated mortgage-backed bonds, the Basel Accords created an overconcentration of risk in the banking industry. In addition, accounting regulations required banks to reduce lending if the temporary market value of these bonds declined, as they did in 2007 and 2008 during the panic over subprime mortgage defaults. The book begins by assessing leading theories about the crisis—deregulation, bank compensation practices, excessive leverage, ""too big to fail,"" and Fannie Mae and Freddie Mac—and, through careful evidentiary scrutiny, debunks much of the conventional wisdom about what went wrong. It then discusses the Basel Accords and how they contributed to systemic risk. Finally, it presents an analysis of social-science expertise and the fallibility of economists and regulators. Engagingly written, theoretically inventive, yet empirically grounded, Engineering the Financial Crisis is a timely examination of the unintended—and sometimes disastrous—effects of regulation on complex economies.","2011-09-01","http://books.google.es/books?id=73EUJAMpfxYC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=27&source=gbs_api","9780812205077",
"Your Guide To Managed Accounts","market+systemic+risk","[Virginia B. Morris, Kenneth M. Morris]","[BUSINESS & ECONOMICS]","Concise overview of different kinds of insurance and how to select the appropriate kind for you and your family.","2012-08-01","http://books.google.es/books?id=IKsGqfHmsEQC&pg=PA24&dq=market%2Bsystemic%2Brisk&hl=&cd=28&source=gbs_api","193356900X",
"Econophysics of Systemic Risk and Network Dynamics","market+systemic+risk","[Frédéric Abergel, Bikas K. Chakrabarti, Anirban Chakraborti, Asim Ghosh]","[Science]","The primary goal of the book is to present the ideas and research findings of active researchers such as physicists, economists, mathematicians and financial engineers working in the field of ""Econophysics,"" who have undertaken the task of modelingand analyzing systemic risk, network dynamics and other topics.Of primary interest in these studies is the aspect of systemic risk, which has long been identified as a potential scenario in which financial institutions trigger a dangerous contagion mechanism, spreading from the financial economy to the real economy.This type of risk, long confined to the monetary market, has spread considerably in the recent past, culminating in the subprime crisis of 2008. As such, understanding and controlling systemic risk has become an extremely important societal and economic challenge. The Econophys-Kolkata VI conference proceedings are dedicated to addressing a number of key issues involved. Several leading researchers in these fields report on their recent work and also review contemporary literature on the subject.","2012-08-08","http://books.google.es/books?id=ZaFnDCIynisC&printsec=frontcover&dq=market%2Bsystemic%2Brisk&hl=&cd=29&source=gbs_api","9788847025530",
"The Systemic Regulation of Credit Rating Agencies and Rated Markets (EPub)","market+systemic+risk","[Mr. Amadou N. R. Sy]","[Business & Economics]","Credit ratings have contributed to the current financial crisis. Proposals to regulate credit rating agencies focus on micro-prudential issues and aim at reducing conflicts of interest and increasing transparency and competition. In contrast, this paper argues that macro-prudential regulation is necessary to address the systemic risk inherent to ratings. The paper illustrates how financial markets have increasingly relied on ratings. It shows how downgrades have led to systemic market losses and increased illiquidity. The paper suggests the use of ""ratings maps"" and stress-tests to assess the systemic risk of ratings, and increased capital or liquidity buffers to manage such risk.","2009-06-01","http://books.google.es/books?id=oeyKx-WgbvQC&pg=PP9&dq=market%2Bsystemic%2Brisk&hl=&cd=30&source=gbs_api","9781452765204",
