"title","query","authors","categories","description","published","previewLink","industryId",
"Risk Measurement and Systemic Risk. Proceedings of the Second Joint Central Bank Research Conference","intitle:risk+intitle:systemic",,,,"1999","http://books.google.es/books?id=Auh0OwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=11&source=gbs_api","OCLC:41261369",
"Establishing a Framework for Systemic Risk Regulation","intitle:risk+intitle:systemic","[United States Congress Senate Committee]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-31","http://books.google.es/books?id=po1jYgEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=12&source=gbs_api","1240565348",
"Perspectives on Systemic Risk","intitle:risk+intitle:systemic","[United States Congress House Of Represen]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-31","http://books.google.es/books?id=akRPYgEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=13&source=gbs_api","1240554885",
"To Establish the Financial Services Systemic Risk Oversight Council, and for Other Purposes","intitle:risk+intitle:systemic","[United States Congress Senate]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-28","http://books.google.es/books?id=xcRGYgEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=14&source=gbs_api","1240373783",
"Hedge Funds and Systemic Risk. Perspectives of the President's Working Group on Financial Markets","intitle:risk+intitle:systemic","[United States Congress House Of Represen]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-31","http://books.google.es/books?id=lyxBYgEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=15&source=gbs_api","1240531508",
"Compensation Structure and Systemic Risk","intitle:risk+intitle:systemic","[United States Congress House Of Represen]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-31","http://books.google.es/books?id=jtNxYgEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=16&source=gbs_api","1240558104",
"Hedge Funds and Systemic Risk in the Financial Markets","intitle:risk+intitle:systemic","[United States Congress House Of Represen]",,"The BiblioGov Project is an effort to expand awareness of the public documents and records of the U.S. Government via print publications. In broadening the public understanding of government and its work, an enlightened democracy can grow and prosper. Ranging from historic Congressional Bills to the most recent Budget of the United States Government, the BiblioGov Project spans a wealth of government information. These works are now made available through an environmentally friendly, print-on-demand basis, using only what is necessary to meet the required demands of an interested public. We invite you to learn of the records of the U.S. Government, heightening the knowledge and debate that can lead from such publications.","2010-12-31","http://books.google.es/books?id=Swo9YgEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=17&source=gbs_api","1240527756",
"EFFECT OF PERIODONTAL THERAPY ON C- REACTIVE PROTEIN LEVEL AS A SYSTEMIC RISK FOR CARDIOVASCULAR DISEASE","intitle:risk+intitle:systemic","[MOHAMED HELMY ABDEL GHAFFAR SALAMA]",,,"2006","http://books.google.es/books?id=-ZPGQgAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=18&source=gbs_api","EFFECT OF PERIODONT",
"Debt, financial fragility, and systemic risk","intitle:risk+intitle:systemic","[E. P. Davis]","[Business & Economics]","A remarkable feature of the period since 1970 has been the patterns of rapid and turbulent change in financing behaviour and financial structure in many advanced countries. This book explores, in theoretical and empirical terms, the nature of the relationships between the underlying phenomena--levels and changes in debt, vulnerabililty to default in the corporate and household sectors, and systematic risk in the financial sector. The book focuses on the generality of this phenomena--whether similar patterns are observable in certain countries, as well as in the international capital markets themselves. Emphasis is placed to the importance of the nature and evolution of financial structure to the genesis of instability. Given the international scope of the analysis, the work is germane to the study of the development of financial systems in all advanced countries, as well as the euromarkets.","1992","http://books.google.es/books?id=vgCyAAAAIAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=19&source=gbs_api","UCAL:B4355550",
"Risk Measurement and Systemic Risk. Proceedings of a Joint Central Bank Research Conference ; November 1995 ; [conference ... on November 16-17, 1995 at the Board of Governors of the Federal Reserve System in Washington, DC]","intitle:risk+intitle:systemic",,,,"1996","http://books.google.es/books?id=myiaPgAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=20&source=gbs_api","OCLC:246337649",
"Risk Measurement and Systemic Risk. Fourth Joint Central Bank Research Conference, 8-9 November 2005","intitle:risk+intitle:systemic",,,,"2007","http://books.google.es/books?id=jUdDPgAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=21&source=gbs_api","9289900482",
"Risk Management and Its Implications for Systemic Risk, S. Hrg. 110-1006, June 19, 2008, 110-2 Hearing, *","intitle:risk+intitle:systemic",,,,"2010*","http://books.google.es/books?id=XnGpcQAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=22&source=gbs_api","OCLC:642082023",
"Financial integration, specialization and systemic risk","intitle:risk+intitle:systemic","[Falko Fecht, Hans-Peter Grüner, Philipp Hartmann]",,,"2008","http://books.google.es/books?id=ZEz9PgAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=23&source=gbs_api","3865584659",
"The Limits of Market-Based Risk Transfer and Implications for Managing Systemic Risks","intitle:risk+intitle:systemic","[Yoon Sook Kim, Paul S. Mills, Todd Groome, François Haas, John Kiff, Shinobu Nakagawa, Parmeshwar Ramlogan, Oksana Khadarina, Nicolas R. Blancher, William Lee]",,"The paper discusses the limits to market-based risk transfer in the financial system and the implications for the management of systemic long-term financial risks. Financial instruments or markets to transfer and better manage these risks across institutions and sectors are, as yet, either nascent or nonexistent. As such, the paper investigates why these markets remain ""incomplete."" It also explores a range of options by which policymakers may encourage the development of these markets as part of governments' role as a risk manager.","2006-10-01","http://books.google.es/books?id=cHfQi8CQ4rMC&printsec=frontcover&dq=intitle:risk%2Bintitle:systemic&hl=&cd=24&source=gbs_api","The Limits of Marke",
"Systemic Risk and Financial Consolidation: Are they Related?","intitle:risk+intitle:systemic","[Gianni De Nicoló, Myron L. Kwast]","[Banks and banking]","We argue that firm interdependencies, as measured by correlations of stock returns, provide an indicator of systemic risk potential. We find a positive trend in stock return correlations net of diversification effects for a sample of U.S. Large and Complex Banking Organizations over 1988-99. This finding suggests that the systemic risk potential in the financial sector may have increased. In addition, we find a positive consolidation elasticity of correlations. However, such elasticity exhibits substantial time variation and likely declined in the latter part of the decade. Thus, factors other than consolidation have also been responsible for the upward trend in return correlations.","2002-03-01","http://books.google.es/books?id=SWNHh_bDOncC&printsec=frontcover&dq=intitle:risk%2Bintitle:systemic&hl=&cd=25&source=gbs_api","1451847637",
"Post-Resolution Treatment of Depositors at Failed Banks: Implications for the Severity of Banking Crises, Systemic Risk, and Too-Big-To-Fail","intitle:risk+intitle:systemic","[George G. Kaufman, Steven A. Seelig]",,"Losses may accrue to depositors at insolvent banks both at and after the time of official resolution. Losses at resolution occur because of poor closure rules and regulatory forbearance. Losses after resolution occur if depositors' access to their claims is delayed or ""frozen."" While the sources and implications of losses at resolution have been analyzed previously, the sources and implications of losses after resolution have received little attention. This paper examines the causes of delayed depositors' access to their funds at resolved banks, describes how the FDIC provides immediate access, reports on a special survey of access practices in other countries, and analyzes the costs and benefits of delayed access in terms of both the effects on market discipline and depositor pressure to protect all deposits.","2001-06-01","http://books.google.es/books?id=hE9iRCuHWsgC&printsec=frontcover&dq=intitle:risk%2Bintitle:systemic&hl=&cd=26&source=gbs_api","1451850549",
"Epstein-Barr Virus-associated Infectious Mononucleosis and Risk of Systemic Lupus Erythematosus","intitle:risk+intitle:systemic","[Constance Jensina Ulff-Møller]",,,"2009","http://books.google.es/books?id=aus7twAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=27&source=gbs_api","OCLC:768116282",
"Risk management and its implications for systemic risk. hearing before the Subcommittee on Securities and Insurance and Investment of the Committee on Banking, Housing, and Urban Affairs, United States Senate, One Hundred Tenth Congress, second session, on risk management and its implications for systemic risk, Thursday, June 19, 2008","intitle:risk+intitle:systemic","[United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Securities, Insurance, and Investment]","[Business & Economics]",,"2010","http://books.google.es/books?id=LpMZ3Tc5kvAC&dq=intitle:risk%2Bintitle:systemic&hl=&cd=28&source=gbs_api","PURD:32754081260501",
"Systemic Risk and Optimal Regulatory Architecture","intitle:risk+intitle:systemic","[Juan Sole]",,,"2011-01-01","http://books.google.es/books?id=NoYsp_o_YTcC&printsec=frontcover&dq=intitle:risk%2Bintitle:systemic&hl=&cd=29&source=gbs_api","1463900775",
"Perspectives on regulation of systemic risk in the financial services industry. hearing before the Committee on Financial Services, U.S. House of Representatives, One Hundred Eleventh Congress, first session, March 17, 2009","intitle:risk+intitle:systemic","[United States. Congress. House. Committee on Financial Services]","[Business & Economics]",,"2009","http://books.google.es/books?id=LXCU-uT7elUC&dq=intitle:risk%2Bintitle:systemic&hl=&cd=30&source=gbs_api","PSU:000066768531",
"Monitoring Systemic Risk Based on Dynamic Thresholds (PDF Download)","intitle:risk+intitle:systemic","[Kasper Lund-Jensen]",,"Successful implementation of macroprudential policy is contingent on the ability to identify and estimate systemic risk in real time. In this paper, systemic risk is defined as the conditional probability of a systemic banking crisis and this conditional probability is modeled in a fixed effect binary response model framework. The model structure is dynamic and is designed for monitoring as the systemic risk forecasts only depend on data that are available in real time. Several risk factors are identified and it is hereby shown that the level of systemic risk contains a predictable component which varies through time. Furthermore, it is shown how the systemic risk forecasts map into crisis signals and how policy thresholds are derived in this framework. Finally, in an out-of-sample exercise, it is shown that the systemic risk estimates provided reliable early warning signals ahead of the recent financial crisis for several economies.","2012-06-01","http://books.google.es/books?id=sbYjwNDjFL4C&printsec=frontcover&dq=intitle:risk%2Bintitle:systemic&hl=&cd=31&source=gbs_api","1475565461",
"Coping with Financial Fragility and Systemic Risk","intitle:risk+intitle:systemic","[Harald A. Benink]","[Business & Economics]","Coping with Financial Fragility and Systemic Risk identifies and discusses the sources of perceived fragility in financial institutions and markets and its potential consequences throughout the economy. It then examines private sector solutions for dealing with systemic risk and mitigating the consequences. Finally, the book examines regulatory solutions to these problems.","1996-01-31","http://books.google.es/books?id=gCCmG81cMicC&printsec=frontcover&dq=intitle:risk%2Bintitle:systemic&hl=&cd=32&source=gbs_api","079239612X",
"Bank Creditors, Moral Hazard and Systemic Risk Regulation","intitle:risk+intitle:systemic","[Andrew Lilico]",,,"2010","http://books.google.es/books?id=mJE2twAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=33&source=gbs_api","1906097933",
"COMPENSATION STRUCTURE AND SYSTEMIC RISK... HEARING... SERIAL NO. 111-42... COM. ON FINANCIAL SERVICES, U.S. HOUSE OF REPS... 111TH CONG., 1ST SESSION.","intitle:risk+intitle:systemic",,,,"2010*","http://books.google.es/books?id=NW7XZwEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=34&source=gbs_api","OCLC:725256276",
"Equipping Financial Regulators with the Tools Necessary to Monitor Systemic Risk. Hearing Before the Subcommittee on Security and International Trade and Finance of the Committee on Banking, Housing, and Urban Affairs, United States Senate, One Hundred Eleventh Congress, Second Session on Examining the Systemic Risk Aspect of Regulatory Reform, Focusing on Regulators' Current Capabilities to Collect and Analyze Financial Market Data, and Assessing what Additional Tools and Resources are Necessary to Monitor and Identify Systemic Risk, February 12, 2010","intitle:risk+intitle:systemic","[United States, United States. Congress. Senate. Committee on Banking, Housing, and Urban Affairs. Subcommittee on Security and International Trade and Finance]",,,"2010","http://books.google.es/books?id=wW6EZwEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=35&source=gbs_api","0160876966",
"Bubbles, Financial Crises, and Systemic Risk","intitle:risk+intitle:systemic","[Markus Konrad Brunnermeier, Martin Oehmke]",,"This chapter surveys the literature on bubbles, financial crises, and systemic risk. The first part of the chapter provides a brief historical account of bubbles and financial crisis. The second part of the chapter gives a structured overview of the literature on financial bubbles. The third part of the chapter discusses the literatures on financial crises and systemic risk, with particular emphasis on amplification and propagation mechanisms during financial crises, and the measurement of systemic risk. Finally, we point toward some questions for future research.","2012","http://books.google.es/books?id=XJc3MwEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=36&source=gbs_api","OCLC:810253629",
"Carry Trade and Systemic Risk. Why are FX Options So Cheap?","intitle:risk+intitle:systemic","[Ricardo J. Caballero, Joseph B. Doyle]",,"In this paper we document first that, in contrast with their widely perceived excess returns, popular carry trade strategies yield low systemic-risk-adjusted returns. In particular, we show that carry trade returns are highly correlated with the return of a VIX rolldown strategy -i.e., the strategy of shorting VIX futures and rolling down its term structure- and that the latter strategy performs at least as well as beta-adjusted carry trades, for individual currencies and diversified portfolios. In contrast, hedging the carry with exchange rate options produces large returns that are not a compensation for systemic risk. We show that this result stems from the fact that the corresponding portfolio of exchange rate options provides a cheap form of systemic insurance.","2012","http://books.google.es/books?id=pXm_lAEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=37&source=gbs_api","OCLC:822890763",
"Systemic Risk. Fannie Mae, Freddie Mac and the Role of OFHEO","intitle:risk+intitle:systemic",,,,"2003","http://books.google.es/books?id=TQVgHQAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=38&source=gbs_api","OCLC:52089485",
"Systemic Risk in Alternative Payment System Designs","intitle:risk+intitle:systemic","[Peter Galos, Kimmo Soram&iauml;ki, Kimmo Soramäki]",,,"2005","http://books.google.es/books?id=CQqSZwEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=39&source=gbs_api","OCLC:181475039",
"Financial connections and systemic risk","intitle:risk+intitle:systemic",,,,,"http://books.google.es/books?id=M37JXwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=40&source=gbs_api","Financial connectio",
"Systemic Risk in the Finnish Payment System. An Empirical Investigation","intitle:risk+intitle:systemic","[Harri Kuussaari]",,"Tiivistelmä.","1996","http://books.google.es/books?id=yuqZpwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=41&source=gbs_api","9516864945",
"Systemic Risk: Amplification Effects, Externalities, and Policy Response","intitle:risk+intitle:systemic","[Anton Korinek]",,,"2009","http://books.google.es/books?id=7_s2cgAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=42&source=gbs_api","OCLC:634691022",
"Insurance and Resolution in Light of the Systemic Risk Debate. A Contribution to the Financial Stability Discussion in Insurance","intitle:risk+intitle:systemic","[Patrick M. Liedtke]",,"This new report from the Geneva Association looks at the relationship between insurance wind-downs and systemic risk, concluding that frameworks for dealing with such risks in banking ""would be a poor guide"" to necessary changes in insurance. The report argues that all necessary recovery and resolution plans already exist for insurers, and that new initiatives should develop these existing frameworks, rather than impose a framework designed with banks in mind. The Financial Stability Board has said that a final methodology for assessing the systemic importance of insurers will be detailed in June.","2012","http://books.google.es/books?id=V06SMwEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=43&source=gbs_api","2970033968",
"Using Synthetic Data to Evaluate the Impact of RTGS on Systemic Risk in the Australian Payments System","intitle:risk+intitle:systemic","[Peter Thomas Docherty, Gehong Wang]",,,"2006","http://books.google.es/books?id=D3NLNQAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=44&source=gbs_api","OCLC:225397111",
"Bank Capital, Liquidity and Systemic Risk","intitle:risk+intitle:systemic","[Jürgen Eichberger, Martin Summer]",,,"2004","http://books.google.es/books?id=Fi3-ygAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=45&source=gbs_api","OCLC:224469412",
"Equipping Financial Regulators With the Tools Necessary to Monitor Systemic Risk, S. Hrg. 111-766, February 12, 2010, 111-2 Hearing, *","intitle:risk+intitle:systemic",,,,"2011*","http://books.google.es/books?id=MCGnMQEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=46&source=gbs_api","OCLC:704257580",
"Systemic Risk from Global Financial Derivatives. A Network Analysis of Contagion and Its Mitigation with Super-Spreader Tax","intitle:risk+intitle:systemic","[Sheri Markose]",,,"2012","http://books.google.es/books?id=XC1MlAEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=47&source=gbs_api","OCLC:820705985",
"Over the Counter Derivatives Reform and Addressing Systemic Risk. Hearing Before the Committee on Agriculture, Nutrition, and Forestry, United States Senate, One Hundred Eleventh Congress, First Session, December 2, 2009","intitle:risk+intitle:systemic","[United States, United States. Congress. Senate. Committee on Agriculture, Nutrition, and Forestry]",,,"2011","http://books.google.es/books?id=JqCMZwEACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=48&source=gbs_api","0160881099",
"Essays on Bank Runs, Contagion and Systemic Risk","intitle:risk+intitle:systemic","[Tanju Yorulmazer]",,,"2003","http://books.google.es/books?id=D5TcGwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=49&source=gbs_api","OCLC:255621821",
"Bank Failures, Systemic Risk, and Bank Regulation","intitle:risk+intitle:systemic","[George G. Kaufman]",,,"1996","http://books.google.es/books?id=QSFtOwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=50&source=gbs_api","OCLC:34099927",
"Containing systemic risk","intitle:risk+intitle:systemic","[Karl Whelan]",,,"2009","http://books.google.es/books?id=y4XVSAAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=51&source=gbs_api","OCLC:551479017",
"Regulating Systemic Risk of Financial Institutions","intitle:risk+intitle:systemic","[Stefan Schwerter]",,,"2011","http://books.google.es/books?id=EKdptwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=52&source=gbs_api","3828827837",
"A Framework for Assessing the Systemic Risk","intitle:risk+intitle:systemic","[Miquel Dijkman]",,"When faced with financial crises, authorities worldwide tend to respond aggressively with public support measures. Given the adverse impact on moral hazard and market discipline, support measures involving public money are ideally limited to crisis situations involving systemic risk: a disturbance in the financial system that is serious enough to affect the real economy. This note sets out the main characteristics of a systemic risk assessment framework: a simple analytical framework that can be used by authorities with financial crisis management responsibilities in times of financial crisis to assess the extent to which that particular crisis situation poses systemic risk.","2010","http://books.google.es/books?id=DyDwXwAACAAJ&dq=intitle:risk%2Bintitle:systemic&hl=&cd=53&source=gbs_api","OCLC:609621705",
