"title","query","authors","categories","description","published","previewLink","industryId",
"Market Discipline Under Systemic Risk. Evidence from Bank Runs in Emerging Economies","risk + systemic","[Eduardo Levy Yeyati, Maria Soledad Martinez Peria, Sergio L. Schmukler]","[Bank failures]","""Levy-Yeyati, Martinez Peria, and Schmukler show that systemic risk exerts a significant impact on the behavior of depositors, sometimes overshadowing their responses to standard bank fundamentals. Systemic risk can affect market discipline both regardless of and through bank fundamentals. First, worsening systemic conditions can directly threaten the value of deposits by way of dual agency problems. Second, to the extent that banks are exposed to systemic risk, systemic shocks lead to a future deterioration of fundamentals not captured by their current values. Using data from the recent banking crises in Argentina and Uruguay, the authors show that market discipline is indeed quite robust once systemic risk is factored in. As systemic risk increases, the informational content of past fundamentals declines. These episodes also show how few systemic shocks can trigger a run irrespective of ex-ante fundamentals. Overall, the evidence suggests that in emerging economies, the notion of market discipline needs to account for systemic risk. This paper--a product of the Finance Team, Development Research Group--is part of a larger effort in the group to study market discipline""--World Bank web site.","2004","http://books.google.es/books?id=Cx8z4mvVHYYC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=11&source=gbs_api","Market Discipline U",
"Systemic Risk and Financial Consolidation: Are They Related?","risk + systemic","[Gianni De Nicoló, Myron L. Kwast]","[Banks and banking]","We argue that firm interdependencies, as measured by correlations of stock returns, provide an indicator of systemic risk potential. We find a positive trend in stock return correlations net of diversification effects for a sample of U.S. Large and Complex Banking Organizations over 1988-99. This finding suggests that the systemic risk potential in the financial sector may have increased. In addition, we find a positive consolidation elasticity of correlations. However, such elasticity exhibits substantial time variation and likely declined in the latter part of the decade. Thus, factors other than consolidation have also been responsible for the upward trend in return correlations.","2002-03-01","http://books.google.es/books?id=hBwTkJ0bruMC&pg=PA4&dq=risk+%2B+systemic&hl=&cd=12&source=gbs_api","Systemic Risk and F",
"Hedge Funds, Financial Intermediation, and Systemic Risk. A Reprint from ""Economic Policy Review""","risk + systemic","[John Kambhu]",,"Hedge funds have become important players in the U.S. & global capital markets. These largely unregulated funds use: a variety of complex trading strategies & instruments, in their liberal use of leverage, in their opacity to outsiders, & in their convex compensation structure. These differences can exacerbate market failures associated with agency problems, externalities, & moral hazard. Counterparty credit risk mgmt. (CCRM) practices are the first line of defense against market disruptions with potential systemic consequences. This article examines how the unique nature of hedge funds may generate market failures that make CCRM for exposures to the funds intrinsically more difficult to manage, both for regulated institutions & for policymakers. Ill.","2008-04","http://books.google.es/books?id=viZLvHNm2D4C&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=13&source=gbs_api","1428988769",
"Systemic Risk: Regulatory Oversight and Recent Initiatives to Address Risk Posed by Credit Default Swaps. Congressional Testimony","risk + systemic","[Orice M. Williams]",,"The U.S. financial system is more prone to systemic risk today than ever before. Credit default swaps (CDS) are one of the products that have assumed a key role in financial markets. This statement discusses: (1) the extent to which U.S. financial regulators and the UK regulator oversee CDS; (2) risks and challenges that CDS present to the stability of financial markets and institutions and similar concerns that other products may pose; and (3) the recent steps that financial regulators and the industry have taken to address risks pose by CDS and similar efforts that may be warranted for other financial products. Illustrations.","2009-09","http://books.google.es/books?id=GyllxQ4vQo8C&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=14&source=gbs_api","1437913830",
"Uncontrolled Risk: Lessons of Lehman Brothers and How Systemic Risk Can Still Bring Down the World Financial System","risk + systemic","[Mark Williams]","[Business & Economics]","How Excessive Risk Destroyed Lehman and Nearly Brought Down the Financial Industry “Uncontrolled Risk will ruffle feathers—and for good reason—as voters and legislators learn the diffi cult lessons of Lehman’s collapse and demand that we never forget them.” Dr. David C. Shimko, Board of Trustees, Global Association of Risk Professionals “Uncontrolled Risk is a drama as gripping as any work of fiction. Williams’s recommendations for changes in the governance of financial institutions should be of interest to anyone concerned about the welfare of global financial markets.” Geoffrey Miller, Stuyvesant Comfort Professor of Law and Director, Center for the Study of Central Banks and Financial Institutions, New York University “The complex balance of free enterprise on Wall Street and the healthy regulation of its participants is the central economic issue of today. Williams’s forensic study of Lehman’s collapse may be the best perspective so far on the issues that now face regulators.” Jeffrey P. Davis, CFA, Chief Investment Officer, Lee Munder Capital Group “Provides a very perceptive analysis of the fl aws inherent in risk management systems and modern fi nancial markets. Mandatory reading for risk managers and financial industry executives.” Vincent Kaminski, Professor in the Practice of Management, Jesse H. Jones Graduate School of Business, Rice University “Gives the reader much food for thought on the regulation of our financial system and its interplay with corporate governance reform in the United States and around the world.” Professor Charles M. Elson, Edgar S. Woolard Jr. Chair in Corporate Governance, University of Delaware The risk taking behind Wall Street's largest bankruptcy . . . In this dramatic and compelling account of Lehman Brothers’ spectacular rise and fall, author Mark T. Williams explains how uncontrolled risk toppled a 158-year-old institution—and what it says about Wall Street, Washington, D.C., and the world financial system. A former trading floor executive and Fed bank examiner, Williams sees Lehman’s 2008 collapse as a microcosm of the industry—a worst-case scenario of smart decisions, stupid mistakes, ignored warnings, and important lessons in money, power, and policy that affect us all. This book reveals: The Congressional inquisition of disgraced CEO Dick Fuld: Did he really deserve it? How the investment-banking money machine broke down: Can it be fixed? The key drivers that caused the financial meltdown: Can lessons be learned from them? The wild risk taking denounced by President Obama: Is Washington to blame, too? The ongoing debate on reform and regulation: Can meaningful reform avert another financial catastrophe? This fascinating account traces Lehman’s history from its humble beginnings in 1850 to its collapse in 2008. Lehman’s story exemplifies the everchanging trends in finance—from investment vehicles to federal policies—and exposes the danger and infectious nature of uncontrolled risk. Drawing upon first-person interviews with risk management experts and former Lehman employees, Williams provides more than just a frontline report: it’s a call to action for Wall Street bankers, Washington policymakers, and U.S. citizens—a living lesson in risk management on which to build a stronger fi nancial future. Williams provides a tenpoint plan to implement today—so another Lehman doesn’t collapse tomorrow. Includes a ten-point plan to ensure a strong financial future for both Wall Street and Main Street","2010-03-22","http://books.google.es/books?id=HSkjB_PGp98C&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=15&source=gbs_api","9780071749046",
"Finance and World Order. Financial Fragility, Systemic Risk, and Transnational Regimes","risk + systemic","[Adriano Lucatelli]","[Business & Economics]","This book argues that against the background of the globalization of private finance, the predominance of states in global affairs cannot be taken for granted as actors such as financial intermediaries emerge.","1997-01-01","http://books.google.es/books?id=ECptwA52feEC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=16&source=gbs_api","0313303789",
"Foreign exchange netting and systemic risk","risk + systemic","[Akira Yamazaki]","[Business & Economics]",,"1996","http://books.google.es/books?id=kDe3AAAAIAAJ&q=risk+%2B+systemic&dq=risk+%2B+systemic&hl=&cd=18&source=gbs_api","UCSD:31822023447493",
"Federal Deposit Insurance Act. Regulators' Use of Systemic Risk Exception Raises Moral Hazard Concerns and Opportunities Exist to Clarify the Provision","risk + systemic","[Orice Williams Brown]",,"In 2008 and 2009, the Federal Deposit Insurance Corp. (FDIC) provided emergency assistance that required the Secretary of the Dept. of the Treasury (Treasury) to make a determination of systemic risk under the systemic risk exception of the Federal Deposit Insurance Act. For the three determinations made to date, this report examines: (1) steps taken by FDIC, the Board of Governors of the Federal Reserve System (Federal Reserve), and Treasury to invoke the exception; (2) the basis of the determination and the purpose of resulting actions; and (3) the likely effects of the determination on the incentives and conduct of insured depository institutions and uninsured depositors. Includes recommendations. Charts and tables.","2010-10","http://books.google.es/books?id=vEq-E_UuhcwC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=19&source=gbs_api","1437932436",
"Attributing systemic risk to individual institutions","risk + systemic","[Nikola A. Tarashev, Claudio Borio, Kostas Tsatsaronis, Bank for International Settlements. Monetary and Economic Dept]","[Business & Economics]",,"2010","http://books.google.es/books?id=pyYoAQAAMAAJ&q=risk+%2B+systemic&dq=risk+%2B+systemic&hl=&cd=20&source=gbs_api","IND:30000128920844",
"Handbook on Systemic Risk","risk + systemic","[Jean-Pierre Fouque, Joseph A. Langsam]","[Business & Economics]","The Handbook on Systemic Risk, written by experts in the field, provides researchers with an introduction to the multifaceted aspects of systemic risks facing the global financial markets. The Handbook explores the multidisciplinary approaches to analyzing this risk, the data requirements for further research, and the recommendations being made to avert financial crisis. The Handbook is designed to encourage new researchers to investigate a topic with immense societal implications as well as to provide, for those already actively involved within their own academic discipline, an introduction to the research being undertaken in other disciplines. Each chapter in the Handbook will provide researchers with a superior introduction to the field and with references to more advanced research articles. It is the hope of the editors that this Handbook will stimulate greater interdisciplinary academic research on the critically important topic of systemic risk in the global financial markets.","2013-05-23","http://books.google.es/books?id=idpLcmugvdMC&pg=PR21&dq=risk+%2B+systemic&hl=&cd=21&source=gbs_api","9781107023437",
"Australia: Addressing Systemic Risk Through Higher Loss Absorbency Technical Note","risk + systemic","[International Monetary Fund]","[Business & Economics]","Australia s four largest banks can be considered domestically systemic. They make up the lion s share of the banking system, use similar business models, and are interconnected. The top four banks are relatively similar in terms of systemic importance, partly reflecting the authorities ?four pillar? policy, which aims at preventing the number of large banks from falling below four. To deal with systemic risks, the authorities deploy a multi-pronged approach consisting of risk-based supervision, recovery and resolution planning, and conservative risk weights and definitions of loss absorbent capital. Most countries that have already identified strategies to deal with their systemic institutions incorporate higher loss absorbency for systemic institutions in their approach. Market based methodologies using the expected default frequency for systemic institutions can gauge the amount of additional capital higher loss absorbency required to reduce the probability of failure of systemic institutions to an acceptable level. Alternatively, the implied funding cost advantage can indicate the degree of systemic importance and be used to define higher capital requirements to offset this implicit subsidy. Application of these methods to Australian banks provides a range of estimates of higher loss absorbency requirements for systemic institutions and a transparent framework for discussion and selection of these requirements.","2012-11-21","http://books.google.es/books?id=M9eXpZT4NrgC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=22&source=gbs_api","9781475522273",
"Hedge funds and systemic risk. perspectives of the President's Working Group on Financial Markets : hearing before the Committee on Financial Services, U.S. House of Representatives, One Hundred Tenth Congress, first session, July 11, 2007","risk + systemic","[United States. Congress. House. Committee on Financial Services]","[Business & Economics]",,"2007","http://books.google.es/books?id=8Gx1_lrd_IUC&q=risk+%2B+systemic&dq=risk+%2B+systemic&hl=&cd=23&source=gbs_api","PSU:000061515444",
"Systemic Risk. The Dynamics of Modern Financial Systems","risk + systemic","[Prasanna Gai]","[Business & Economics]","This book applies some of the lessons from network disciplines - such as ecology, epidemiology, and engineering - to study and measure how small probability events can lead to contagion and banking crises on a global scale.","2013-03-28","http://books.google.es/books?id=ApqlXNpydbkC&pg=PA120&dq=risk+%2B+systemic&hl=&cd=24&source=gbs_api","9780199544493",
"Coping with Financial Fragility and Systemic Risk","risk + systemic","[Harald A. Benink]","[Business & Economics]","Coping with Financial Fragility and Systemic Risk identifies and discusses the sources of perceived fragility in financial institutions and markets and its potential consequences throughout the economy. It then examines private sector solutions for dealing with systemic risk and mitigating the consequences. Finally, the book examines regulatory solutions to these problems.","1995","http://books.google.es/books?id=gCCmG81cMicC&pg=PA206&dq=risk+%2B+systemic&hl=&cd=25&source=gbs_api","079239612X",
"Measuring Systemic Liquidity Risk and the Cost of Liquidity Insurance","risk + systemic","[Tiago Severo]","[Business & Economics]","I construct a systemic liquidity risk index (SLRI) from data on violations of arbitrage relationships across several asset classes between 2004 and 2010. Then I test whether the equity returns of 53 global banks were exposed to this liquidity risk factor. Results show that the level of bank returns is not directly affected by the SLRI, but their volatility increases when liquidity conditions deteriorate. I do not find a strong association between bank size and exposure to the SLRI - measured as the sensitivity of volatility to the index. Surprisingly, exposure to systemic liquidity risk is positively associated with the Net Stable Funding Ratio (NSFR). The link between equity volatility and the SLRI allows me to calculate the cost that would be borne by public authorities for providing liquidity support to the financial sector. I use this information to estimate a liquidity insurance premium that could be paid by individual banks in order to cover for that social cost.","2012-07-01","http://books.google.es/books?id=55WI6eORGhkC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=26&source=gbs_api","9781475569414",
"Monitoring Systemic Risk Based on Dynamic Thresholds (EPub)","risk + systemic","[Mr. Kasper Lund-Jensen]","[Business & Economics]","Successful implementation of macroprudential policy is contingent on the ability to identify and estimate systemic risk in real time. In this paper, systemic risk is defined as the conditional probability of a systemic banking crisis and this conditional probability is modeled in a fixed effect binary response model framework. The model structure is dynamic and is designed for monitoring as the systemic risk forecasts only depend on data that are available in real time. Several risk factors are identified and it is hereby shown that the level of systemic risk contains a predictable component which varies through time. Furthermore, it is shown how the systemic risk forecasts map into crisis signals and how policy thresholds are derived in this framework. Finally, in an out-of-sample exercise, it is shown that the systemic risk estimates provided reliable early warning signals ahead of the recent financial crisis for several economies.","2012-06-01","http://books.google.es/books?id=g0C7SyJeXowC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=27&source=gbs_api","9781475537253",
"Policy Issues in Insurance Insurance and Expanding Systemic Risks","risk + systemic","[OECD]","[Business & Economics]","This volume contains an in-depth analysis of the assessment, management and compensation of the so-called ""expanding systemic risks"", to which market players and insurers are exposed.","2003-07-28","http://books.google.es/books?id=YYjs3e8EIYoC&pg=PA113&dq=risk+%2B+systemic&hl=&cd=28&source=gbs_api","9789264102910",
"Systemic Liquidity Risk and Bipolar Markets. Wealth Management in Today's Macro Risk On / Risk Off Financial Environment","risk + systemic","[Clive M. Corcoran]","[Business & Economics]","The dramatic and well chronicled crisis of 2007/8 marked a watershed moment for all stakeholders in global capital markets. In the aftermath, financial markets have become even more tightly coupled as correlations in returns across multiple asset classes have been at historically elevated levels. Investors and fund managers are, to a much larger degree than previously and often much more than they realize, subject to the risk of severe wealth destruction. The ultimate hazard, which is not adequately characterized by the widely touted notion of tail risk, is the systemic risk which arises when liquidity in markets completely evaporates. Not only did this happen in the second half of 2008, but it has been repeated episodically since then – most notably in May 2010, in an incident known as the Flash Crash, and in the fall of 2011 when correlations were at historically elevated levels. Conventional asset allocation tools and techniques have failed to keep apace with the changing financial landscape which has emerged since 2008. In addition to the preponderance of algorithmic trading and the associated changes in the liquidity characteristics of financial markets, a new paradigm of risk on/risk off asset allocation has emerged. Risk on/risk off is a widely adopted style of trading and macro allocation strategy where positions are taken in several closely aligned asset classes depending on the prevailing sentiment or appetite for risk. The consequences of the day to day (and intraday) switching between either a risk on or risk off tactical strategies poses significant new challenges to investors who are still making investment decisions with outmoded notions from traditional asset allocation theory. How can one cushion the impact of systemically threatening events when the ability to exit financial instruments becomes almost non existent? How can one trust the integrity of financial models and orthodox macro financial theory which have become increasingly discredited? Can central bankers be relied upon to become the counter-parties of last resort and provide a safety net under the financial system? These vital questions, and many others, need to be addressed by everyone who has a stake in modern financial markets, and they are addressed in Systemic Liquidity Risk and Bipolar Markets. Proper functioning markets require fractiousness or divided opinion, and this needs to be lubricated by communications from central bankers, economic forecasters, corporate executives and so on. As long as such messages and market conditions remain ambiguous, providing asymmetric information to different market players, then the conditions are present to enable systemic liquidity to be preserved. Seen in this context the prevailing paradigm of bipolar risk on/risk off asset allocations is both a prerequisite to liquid markets, and also paradoxically, when one side of the polarity becomes too extreme, a major source of systemic instability. Should such polarities become critically unbalanced, and should the signals received by market players become symmetrically disadvantageous as they were in the fall of 2008, then an even more substantial systemic liquidity crisis than that seen in those troubled times is a dangerous possibility. Apart from the practical risk management tools and tactics that are recommended in Systemic Liquidity Risk and Bipolar Markets, there is a provocative and cogent narrative to provide anxious and perplexed investors with a coherent explanation of the post GFC financial environment, and which should assist them in navigating the choppy waters ahead.","2012-11-26","http://books.google.es/books?id=Xa68Z0He1tYC&pg=PA296&dq=risk+%2B+systemic&hl=&cd=29&source=gbs_api","9781118410752",
"OECD Reviews of Risk Management Policies Systemic Financial Risk","risk + systemic","[OECD]","[Business & Economics]","This report analyses the results of simulations using an agent based model of financial markets to show how excessive levels of leverage in financial markets can lead to a systemic crash.","2012-06-26","http://books.google.es/books?id=iG5GeUR63vcC&pg=PA59&dq=risk+%2B+systemic&hl=&cd=30&source=gbs_api","9789264167711",
"International debt. systemic risk and policy response","risk + systemic","[William R. Cline]","[Business & Economics]",,"1984","http://books.google.es/books?id=JlO2AAAAIAAJ&q=risk+%2B+systemic&dq=risk+%2B+systemic&hl=&cd=31&source=gbs_api","UCAL:B4293427",
"Collateral, Netting and Systemic Risk in the Otc Derivatives Market","risk + systemic","[Manmohan Singh]","[Business & Economics]","To mitigate systemic risk, some regulators have advocated the greater use of centralized counterparties (CCPs) to clear Over-The-Counter (OTC) derivatives trades. Regulators should be cognizant that large banks active in the OTC derivatives market do not hold collateral against all the positions in their trading book and the paper proves an estimate of this under-collateralization. Whatever collateral is held by banks is allowed to be rehypothecated (or re-used) to others. Since CCPs would require all positions to have collateral against them, off-loading a significant portion of OTC derivatives transactions to central counterparties (CCPs) would require large increases in posted collateral, possibly requiring large banks to raise more capital. These costs suggest that most large banks will be reluctant to offload their positions to CCPs, and the paper proposes an appropriate capital levy on remaining positions to encourage the transition.","2010-04-01","http://books.google.es/books?id=10JrdHH3XBAC&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=32&source=gbs_api","9781451982855",
"Managing Risk in the Financial System","risk + systemic","[John Raymond LaBrosse, Rodrigo Olivares-Caminal, Dalvinder Singh]","[Business & Economics]","Incisive, authoritative and thoughtful, this important and timely collection of papers exploring the unresolved issues left by the recent global financial turmoil, will undoubtedly shape the policy responses to come. Interdisciplinary in approach and wide-ranging in jurisdictional scope, it draws together influential commentators, practitioners and regulators, to create a new milestone in the search for the fundamentals of a more stable global financial system.? - Eva Lomnicka, King?s College London, UK ?This book contains a large number of chapters, nearly 30 in all, by acknowledged experts on various aspects of the recent financial crisis. Whichever aspect of this crisis that may interest you, such as bank taxes, deposit insurance, TBTF and how to respond, cross-border issues, and many, many others, you will find chapters that are both authoritative and stimulating in this collection. The editors are to be congratulated not only in their selection of authors but also in the speed with which they have taken them from conference presentation to book chapter.? - Charles Goodhart, London School of Economics, UK Managing Risk in the Financial System makes important and timely contributions to our knowledge and understanding of banking law, financial institution restructuring and related considerations, through the production of an innovative, international and interdisciplinary set of contributions which link law and policy issues surrounding systemic risk and crisis management. The recent financial crisis has exposed both the banking industry and financial system safety net players in many countries to a considerable level of distress as well as economic and reputational damage. These circumstances have heightened the need for policymakers to consider remedial measures under a broad umbrella that encompass inter alia prompt corrective actions, early closure of distressed entities, deposit insurance, bail-outs, state-aid, bank resolution and restructuring techniques. These essays provide an important contribution to research in this area, at a crucial time in the debate around the future financial industry. Contributors","2011-01-01","http://books.google.es/books?id=WGCfo1IzKP8C&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=33&source=gbs_api","9780857933829",
"Three Essays on Systemic Risk and Rating in Crop Insurance Markets","risk + systemic","[Joshua D. Woodard]",,"The second essay investigates the loss performance of the Federal Crop Insurance program. Historically, government insurance programs tend to be ineffective at segregating risks, leading to markets that are inefficient. In the case of the Federal Crop Insurance program, rates are set non-competitively. This study develops a spatial econometric model of loss experience and finds evidence of geographic misratings. The results also suggest that substantial actuarial cross-subsidization is resulting from the apparent rating inequities, which has a variety of welfare implications.","2008","http://books.google.es/books?id=Z8RtXAt5Y24C&printsec=frontcover&dq=risk+%2B+systemic&hl=&cd=34&source=gbs_api","0549911456",
